conversation_id,utterance_id,speaker,text,saliency
742560220001,21,agent,"dollars, but it will um come back or it is already in a regular price of $7 the only I could give it to you right now is the Thor I'm sorry. Yes, the Spiderman for three months for 0 uh dollar for 0 charges.",Resolution Process
742560220001,22,customer,"Yes, I'd like to try both of those for three months.",Resolution Process
742560220001,23,agent,"Al. Alright, I will give it to you the Superman and Thor for three months as as well, W, would you like to grab this opportunity. Um I'm sorry, {first_name:*****}?",Resolution Process
742560220001,24,customer,"Yeah, so that's the only movie channels you guys have right, that's available for free.",Resolution Process
742560220001,25,customer,Okay.,
742560220001,26,agent,"Okay, yes. Alright. So only Superman Thor Am I right? Yes, that is that is correct. Okay, so let me process it for you. Give me just a moment.",Resolution Process
742560220001,27,customer,Okay.,
742560220001,28,agent,"Uh last two weeks relaunched the Superman for $0. So right now we don't have it yet. So that much, probably that is the one that uh you check the website regarding with it. Give me just a moment, {first_name:*****}?",Resolution Process
742560220001,29,agent,"Alright, {first_name:*****} I can definitely offer you also just uh the channel 30.",
742560220001,30,customer,What is it?,
742560220001,31,agent,"one month free of charge. This is about music channel. And you could have it, W uh for one month without any charges. Would you like to uh take advantage of it. Um channel 305.",
742560220001,32,customer,"No, thank you.",
742560220001,33,agent,"Um music channel. This is a relaxing music channel. Alright, I understand. Okay, so I'm going to send you a notification through your email regarding with your um package or premiums that you added that we added right now. And if you do have any further questions or.",Result
742560220001,34,customer,Thank.,
742560220001,35,customer,That's it. Thank you.,
742560220001,36,agent,"Would you would like to check this kind of package or channel. Just me a visit uh your raven .com app. Okay, so that you can find everything about it. You're most welcome. Alright, will there be anything else that I can help you with, {first_name:*****}?",
742560220001,37,bot,issue auto wrapped up.,
742563970001,0,agent,hello. Thank you for choosing Raven. This is {first_name:*****} I see that you're calling about um changing credit card. Is that right?,
742563970001,1,customer,"Yes, well, I had did it at the beginning of the month because we had a compromised and I couldn't in our.",Reason for Contact
742563970001,2,customer,"Uh credit card. And when I got my number. I went online and changed it. So that Raven could take out our you know payment every month, but I just got a notification that says Raven account is past due and I was just trying to see what was going on.",Reason for Contact
742563970001,3,agent,"Oh, I see.",
742563970001,4,agent,Yeah.,
742563970001,5,agent,"Do you have a past due, if you're on on autopay.",Resolution Process
742563970001,6,customer,"Right, and I had CO?",
742563970001,7,agent,"Yeah, that's kind of ridiculous.",
742563970001,8,agent,mhm. Let me just further check here what is happening.,Resolution Process
742563970001,9,customer,"Okay, thank you.",
742563970001,10,agent,"And we do apologize for the inconvenience. Maybe there is something um you know glitch in our system, something about that.",Resolution Process
742563970001,11,customer,Okay.,
742563970001,12,agent,"mhm. Again, we do apologize. We we do apologize for the inconvenience.",Resolution Process
742563970001,13,customer,Okay.,
742563970001,14,agent,"Mm {voice.creditcard.digitsTranscribed:###} moment. Um let me just look. What are the possible options that I have could offer here to you, okay? Please stay on the line, please stay on the line for me for me?",Resolution Process
742563970001,15,customer,Alright.,
742563970001,16,customer,I.,
742563970001,17,customer,"Normal, hold.",
742563970001,18,customer,"Yes, ma'am.",
742563970001,19,agent,"Hi, thank you for patiently waiting. So um upon checking here, I think there is an um system error with regarding with our um with our autopay. So um have you contacted your.",Resolution Process
742563970001,20,agent,Um your bank with this {voice.creditcard.digitsTranscribed:###} because as per checking here on. Let me just check here on June {voice.creditcard.digitsTranscribed:###} um your last credit card wasn't able to um.,Resolution Process
742563970001,21,customer,"mhm yes, um I had like.",
742563970001,22,agent,"to respond with the payment. So it's um failed due to card decline your response, and then you a mhm. Go on.",Resolution Process
742563970001,23,customer,"Yeah, the card that y'all had on file. Previously ended in, but I had it was compromised, so I had to get a new credit card.",Resolution Process
742563970001,24,customer,I went online and you know got put in a new credit card number and um.,Resolution Process
742563970001,25,customer,"I just I mean, I have my credit card here. If if there's any way that you could put that in for the autopay for me.",Resolution Process
742563970001,26,agent,"Um actually, we can do it manually, but um I'm afraid I cannot um process this {voice.creditcard.digitsTranscribed:### ###} you since um I don't want to like um have some system error like um double charges you know that, so I think uh it's.",Resolution Process
742563970001,27,customer,"Yeah, mhm.",
742563970001,28,agent,It's best for you to wait for this {voice.creditcard.digitsTranscribed:###} since you just recently updated your credit card.,Resolution Process
742563970001,29,customer,"Okay, so it will take it out, eventually.",Resolution Process
742563970001,30,customer,"Okay, alright.",
742563970001,31,agent,"Yeah, yeah, the actually the system will try to collect the payment for this {voice.creditcard.digitsTranscribed:###}, automatically, so um I just want to set your proper expectation that you still have a {voice.creditcard.digitsTranscribed:#####} days remaining for the um soft disconnect.",Resolution Process
742563970001,32,customer,Okay.,
742563970001,33,customer,"But it should be taken out by then, though.",Resolution Process
742563970001,34,agent,"You know, mhm. So yeah, exactly.",
742563970001,35,customer,Okay.,
742563970001,36,agent,"So um is there anything else, where um where regarding with this {voice.creditcard.digitsTranscribed:###}, is there anything else beside this {voice.creditcard.digitsTranscribed:###}.",
742563970001,37,customer,"No, ma'am, or y'all we y'all send me a confirmation of the payment.",Resolution Process
742563970001,38,agent,"I'm sorry, come again?",
742563970001,39,customer,Will y'all send a confirmation of the payment when it does come off the credit card.,Resolution Process
742563970001,40,agent,"Yes, exactly.",Resolution Process
742563970001,41,customer,Okay.,
742563970001,42,agent,Once the system. Once the system will um C.,Resolution Process
742563970001,43,agent,"Um credited the balance of this um bill, it will be automatically sent a message to you.",Resolution Process
742563970001,44,customer,"Okay, that sounds good. Well, I appreciate your time.",Result
742563970001,45,customer,"Yeah, I understand.",
742563970001,46,agent,"mhm yeah. And again, on behalf of our company. We do apologize for the system error, this is something we cannot control sometimes since you know, mhm. And um also, if you want to change anything on your programming, you can.",
742563970001,47,customer,Okay.,
742563970001,48,agent,"actually go to raven .com slash my programming, okay? And upon checking here, I see that you are eligible for our promotion which is the gallery channel {voice.creditcard.digitsTranscribed:### ###} month free. And uh Hulk {voice.creditcard.digitsTranscribed:### ###} month free, you should give it a try.",
742563970001,49,customer,"Okay, no. Thank you. I'm good right now. But I appreciate it.",
742563970001,50,agent,No worries. And um is there anything else I can help you with besides with this concern.,
742563970001,51,customer,That is it.,
742563970001,52,customer,Bye bye.,
742563970001,53,bot,issue auto wrapped up.,
742564160001,0,agent,"Hi, welcome to Raven. This is {first_name:*****} speaking. Can I have your name?",
742564160001,1,customer,"Yes, my name is {first_name:*****}",
742564160001,2,customer,"Uh yes, I need to unlock a phone.",Reason for Contact
742564160001,3,agent,"Hello, good evening, {first_name:*****}, and how can I help you?",
742564160001,4,agent,"mhm okay. So uh where did you buy, where did you bought the phone.",Resolution Process
742564160001,5,customer,I bought it on the Raven wireless setup.,Resolution Process
742564160001,6,agent,"Oh, okay, so it is unlocked with Raven are you trying to port out your accou your number?",Resolution Process
742564160001,7,customer,"Um S, no, what it is is I bought a phone, and then I'd.",Reason for Contact
742564160001,8,customer,"tried to add a line, but then the person that was helping me with it said I had to replace a line, and I didn't want that. Um but it was already partway through the activation process, and now the phone's locked.",Reason for Contact
742564160001,9,customer,"Yes, um, J.",
742564160001,10,agent,"Oh, alright? Okay, I see. Can I have the email address?",
742564160001,11,customer,{email:*****}.,
742564160001,12,customer,{email:*****}.,
742564160001,13,agent,{email:*****}.,
742564160001,14,customer,{email:*****}.,
742564160001,15,agent,{email:*****}.,
742564160001,16,customer,"Yes, ma'am.",
742564160001,17,agent,"Mm okay, just a moment.",
742564160001,18,customer,Okay.,
742564160001,19,customer,So this isn't the phone that is currently on there. It's the new one. I tried to purchase so I still want that line on that account to remain fine with the with the motor home phone on it.,Resolution Process
742564160001,20,agent,"Mm okay, so so can I have the phone number?",Resolution Process
742564160001,21,customer,Like telephone number?,Resolution Process
742564160001,22,agent,"Yes, the phone number that is associated with this account that we are trying to activate.",Resolution Process
742564160001,23,customer,Um.,
742564160001,24,customer,I'm sorry. I thought this was gonna.,
742564160001,25,agent,"uhhuh. No worries for that. Um okay, so uh which phone number you want to activate with a new device.",Resolution Process
742564160001,26,customer,So I didn't have a phone number?,Resolution Process
742564160001,27,agent,"Oh, okay, you didn't have a phone number yet. So uh did you receive a SIM card?",Resolution Process
742564160001,28,customer,"Yeah, I did.",Resolution Process
742564160001,29,agent,"Alright, okay? So uh do you want to have a new number with that, SIM card?",Resolution Process
742564160001,30,customer,What I was trying to do now I have a SIM card through telling and they're telling me that the device is locked because of.,Resolution Process
742564160001,31,customer,That part way through the activation process.,Resolution Process
742564160001,32,agent,"Oh, mhm okay, we are going to uh try and activating that {voice.creditcard.digitsTranscribed:###} again? So please stay on the line with me, okay?",Resolution Process
742564160001,33,agent,Mm.,
742564160001,34,customer,"Right, but by activating it, like does that mean I have to go through Raven",Resolution Process
742564160001,35,agent,Um.,
742564160001,36,agent,"Okay, so that same C, where did you get the same card?",Resolution Process
742564160001,37,customer,"So I ordered the phone online and you guys sent me the phone. Plus, the SIM card?",Resolution Process
742564160001,38,agent,mhm okay. So that's the SIM card from our Raven,Resolution Process
742564160001,39,agent,Oh.,
742564160001,40,customer,"Right, so then when I then it had problems then I called Raven",Resolution Process
742564160001,41,agent,mhm.,
742564160001,42,customer,"The gentleman that was helping me was telling me I only could replace the phone line, not at it. Not phone, and then I told them that's not what I wanted to do so, then.",Resolution Process
742564160001,43,customer,I ordered a SIM card through the the um phone company tello? And then when I tried to activate that it's telling me that the phone is locked.,Resolution Process
742564160001,44,agent,"Oh, yeah, so when did you bought the phone from your Raven",Resolution Process
742564160001,45,customer,Um like I'd say within {voice.creditcard.digitsTranscribed:###} weeks ago.,Resolution Process
742564160001,46,agent,"Okay, let uh let me just go ahead and look for an available options with that, okay? So please stay on the line. Thank you.",Resolution Process
742564160001,47,customer,"Alright, thank you.",
742564160001,48,customer,Yes.,
742564160001,49,agent,"Hello? Sir? Hello, {first_name:*****}, okay? So alright? Okay, so here's what we are going to do for you to use again your phone, okay? Because usually, it takes a year uh for you to use that device to another provider. Um so I'm going to send you another SIM card?",Resolution Process
742564160001,50,agent,And that is the only that is the thing where that you are going to activate with the device. Okay.,Resolution Process
742564160001,51,customer,No.,
742564160001,52,customer,I don't want this.,
742564160001,53,agent,Um I'm so sorry for this {voice.creditcard.digitsTranscribed:###} because you cannot use a different.,Resolution Process
742564160001,54,customer,I never even.,
742564160001,55,agent,"Okay, because you bought the phone from your Raven right?",Resolution Process
742564160001,56,customer,"Yes, ma'am.",
742564160001,57,agent,"Oh, yes. Okay, so it was just for uh like {voice.creditcard.digitsTranscribed:###} weeks ago.",Resolution Process
742564160001,58,agent,"So it in that case, the only SIM card that you can use is from Raven. Also, if you're going to insert a different SIM card?",Resolution Process
742564160001,59,agent,You are going to experience the same thing you experienced today?,Resolution Process
742564160001,60,agent,It will show you that the phone is locked.,Resolution Process
742564160001,61,customer,"Right, so.",
742564160001,62,agent,Okay. Okay.,
742564160001,63,customer,What?,
742564160001,64,customer,last phone call. I had were the gentleman told me I couldn't even set up a new phone number.,Resolution Process
742564160001,65,agent,"Uh okay, sir. We C, you can set up a new phone number using the SIM card from raven uh from Raven",Resolution Process
742564160001,66,customer,Okay.,
742564160001,67,agent,"We can set you, we can give you a different phone number, but the same card must from Raven",Resolution Process
742564160001,68,customer,"Right, so.",
742564160001,69,agent,"Okay, so I am going to um order another SIM card for you, and please wait. This for this to arrive and then call us back and we are going to assist you in activating that same card with a new phone number.",Resolution Process
742564160001,70,customer,So you guys sent me. {voice.creditcard.digitsTranscribed:###} SIM cards with {voice.creditcard.digitsTranscribed:###} of them not work or does it have to be a brand new {voice.creditcard.digitsTranscribed:###}.,Resolution Process
742564160001,71,customer,Like it keeps.,
742564160001,72,agent,"Okay, so how many SIM how manys did you receive?",Resolution Process
742564160001,73,customer,{voice.creditcard.digitsTranscribed:###} of them came in the box. {voice.creditcard.digitsTranscribed:###} brand.,Resolution Process
742564160001,74,customer,Right.,
742564160001,75,agent,"Okay. {voice.creditcard.digitsTranscribed:###} so uh did you already use the first {voice.creditcard.digitsTranscribed:###}, okay. The {voice.creditcard.digitsTranscribed:#}nd {voice.creditcard.digitsTranscribed:###} is uh still intact?",Resolution Process
742564160001,76,customer,"Yeah, it hasn't even been opened.",Resolution Process
742564160001,77,agent,"Okay, so we are going to uh try activating the {voice.creditcard.digitsTranscribed:###}. The other SIM card? Okay.",Resolution Process
742564160001,78,customer,"Right, you want me to click grab.",Resolution Process
742564160001,79,agent,"Uh okay. Yes, please. So can you insert the new SIM card on your device. So are you calling in from the device that we are going to activate.",Resolution Process
742564160001,80,agent,"Okay, perfect.",
742564160001,81,customer,"No, I'm on a different phone. So we everything's on the other phone?",Resolution Process
742564160001,82,agent,"Okay. Okay, that's perfect. So can you insert the new SIM card on your device?",Resolution Process
742564160001,83,customer,"Yeah, I'm grabbing it right now.",Resolution Process
742564160001,84,agent,Okay. Just take your time.,
742564160001,85,customer,Thank you.,
742564160001,86,customer,"Okay, I'm opening the cash.",Resolution Process
742564160001,87,customer,Alright.,
742564160001,88,customer,"Okay, do I just need to turn the phone on once I got the card in there.",Resolution Process
742564160001,89,customer,"Hello, ma'am?",
742564160001,90,agent,"Hello, I'm just currently opening my tools, okay?",Resolution Process
742564160001,91,customer,"Yep. Do I turn the phone on, though, after I've um put the Raven.",Resolution Process
742564160001,92,customer,Okay.,
742564160001,93,agent,"Uh uh yes, please turn on the phone.",Resolution Process
742564160001,94,customer,"Alright. Do I need to download the Raven app on this, or?",Resolution Process
742564160001,95,agent,"Okay, hold on.",
742564160001,96,agent,"Okay, hold on, {first_name:*****}, okay?",
742564160001,97,customer,Sure.,
742564160001,98,customer,I.,
742564160001,99,customer,Freaking story.,
742564160001,100,customer,"Apparently, you can't unlock the phone. Unless you use the for two years, but this. Are you saying they can give you.",Resolution Process
742564160001,101,agent,"Okay, hello?",
742564160001,102,customer,"last guy Yes, ma'am.",
742564160001,103,agent,"Okay, so upon checking here, um we cannot ch give you a new phone number because this number came from uh the Raven. Also, it's uh you. It's you came from for uh from one of our legacy plans.",Resolution Process
742564160001,104,agent,Uh why do you want to change this number.,Resolution Process
742564160001,105,customer,"What's W. So I went, so can you unlock the phone, then for me?",Resolution Process
742564160001,106,agent,"Oh, no, unfortunately, I cannot unlock the phone, sir, because uh it sh uh it's usually takes a year.",Resolution Process
742564160001,107,customer,"Right, but if I purchased a new phone.",Resolution Process
742564160001,108,customer,Why can't I get a new number. I went to add a line.,Resolution Process
742564160001,109,agent,"Okay, so um when you bought the new phone. Um is there an option for you to keep your number or to choose a new number from us, because it should uh if there is an option you should choose to um you should choose to have an.",Resolution Process
742564160001,110,agent,A number when Y.,Resolution Process
742564160001,111,customer,That's what shows.,
742564160001,112,agent,"Okay, uh but on the day you purchased the phone. It was not discussed to you.",Resolution Process
742564160001,113,customer,"No, I I went on the website went to add a line, said I wanted a new number, an additional new number.",Resolution Process
742564160001,114,customer,It let me order the phone. It let me pick my plan. It came.,Resolution Process
742564160001,115,agent,Mm.,
742564160001,116,customer,And so now I have this phone that either. I have to take this old number and take my daughter's phone away from their.,Resolution Process
742564160001,117,customer,Or I have a phone that I can't use. Cause you guys won't unlock it.,Resolution Process
742564160001,118,agent,"Yes, it is locked because you inserted a SIM card from other carrier.",Resolution Process
742564160001,119,agent,"Okay, so you can you try.",
742564160001,120,customer,"Right, so what what what do I do here? What do I return all of this and get a full refund, then.",Resolution Process
742564160001,121,agent,"Okay, so you are you are going to return the phone.",Resolution Process
742564160001,122,customer,"Well, if I can't get a number. No.",Resolution Process
742564160001,123,agent,"Um unfortunately, we can't give you a new number because it's also from Raven uh from Bunny. I'm sorry.",Resolution Process
742564160001,124,customer,So I ordered from Bunny and you can't give me a number because it's from your Raven,Resolution Process
742564160001,125,agent,"Yes, this I yes, uh because the number is already um saved with?",Resolution Process
742564160001,126,agent,Under your account.,Resolution Process
742564160001,127,customer,So you can't take this sooner. I can't open a completely new account with a different.,Resolution Process
742564160001,128,agent,"Okay, can you, sir, can you insert back. Um.",Resolution Process
742564160001,129,agent,A Raven SIM card?,Resolution Process
742564160001,130,customer,Did.,Resolution Process
742564160001,131,agent,"Okay, so. Okay, the phone number here that I have on our system that uh could be saved under your name is {voice.creditcard.digitsTranscribed:##########}.",Resolution Process
742564160001,132,customer,Which is my daughter's phone number on my other account?,Resolution Process
742564160001,133,agent,"Okay, so this is okay, this is the phone number that can be saved.",Resolution Process
742564160001,134,agent,With that phone.,Resolution Process
742564160001,135,agent,"Okay, hold on.",
742564160001,136,customer,"Okay, how do I return all of this for a full refund, please?",Resolution Process
742564160001,137,agent,"Okay, I'm going to work on it, okay?",
742564160001,138,customer,"Alright, thank you.",
742564160001,139,agent,You're welcome. Please stay on the line.,
742564160001,140,customer,"No, no.",
742564160001,141,customer,mhm.,
742564160001,142,customer,Already did.,
742564160001,143,customer,Yeah.,
742564160001,144,agent,"Hello, {first_name:*****}",
742564160001,145,customer,"Yes, ma'am.",
742564160001,146,agent,"Okay, so please stay on the line, okay? I'm currently working on it.",
742564160001,147,customer,"Alright, thank you.",
742564160001,148,agent,You're welcome.,
742564160001,149,customer,I.,
742564160001,150,customer,I'm I'm.,
742564160001,151,customer,I.,
742564160001,152,customer,Yeah.,
742564160001,153,customer,Could you.,
742564160001,154,customer,What happened?,
742564160001,155,customer,Yes.,
742564160001,156,agent,"Okay. Hello? Okay, so I already uh processed the return for the D. The return um you can just uh wait for an email you are going to receive an email with regards to the details, okay?",Result
742564160001,157,customer,Did you change my daughter's phone number. The other number?,
742564160001,158,customer,"Okay, so what do I do from then.",
742564160001,159,agent,"No, no, we haven't do anything under your account, except for the return of the device. Uh okay, so you can just wait for the email, and then.",Result
742564160001,160,customer,"Okay, alright, thank you.",
742564160001,161,customer,"Ma'am, thank you.",
742564160001,162,customer,Bye bye.,
742564160001,163,bot,issue auto wrapped up.,
742565280001,0,agent,"You for choosing Raven This is {first_name:*****}, and who am I speaking with today?",
742565280001,1,customer,"Uh yes, sir. This is {full_name:*****},",
742565280001,2,agent,"How are you today, sir?",
742565280001,3,customer,I'm doing great.,
742565280001,4,agent,"Excellent, excellent. How can I help you?",
742565280001,5,customer,Um.,
742565280001,6,customer,"Well, I haven't been here in my hood for about three or four days. And then I come in and I keep getting the uh check switch status progress.",Reason for Contact
742565280001,7,customer,058 and it's been doing that for tech for. I've been trying to get on for two hours.,Reason for Contact
742565280001,8,customer,just sits there.,Reason for Contact
742565280001,9,agent,Okay.,
742565280001,10,customer,And the.,
742565280001,11,agent,"Okay, um I is this connected to like an Raven like Snickers or Twix or.",Resolution Process
742565280001,12,customer,Reese I guess that. Ha is every time familiar.,Resolution Process
742565280001,13,agent,"Um yeah, yeah, Toblerone is a manufacturer. Um is there a is there.",Resolution Process
742565280001,14,customer,"Toblerone, yeah.",Resolution Process
742565280001,15,agent,Is there a separate name on on the Raven itself.,Resolution Process
742565280001,16,customer,"altogether Mars package, charged um X two X two.",Resolution Process
742565280001,17,agent,"So Toblerone makes a balance, okay, okay, pass away, perfect. Sorry about that. I'm trying to be difficult, sir. I was just certain certain ones have different steps that I just wanted to make sure we went through the right steps, sir.",Resolution Process
742565280001,18,customer,I you know I have two receivers and I went in there and unplugged the uh the one in the bedroom just to see if maybe that was an issue too.,Resolution Process
742565280001,19,customer,Yes.,
742565280001,20,agent,"So the primary um is the one that's uh that you're looking at now, and it's it's giving you the signal loss message, correct? Or it's going to the acquiring signal, and it just never goes past there.",Resolution Process
742565280001,21,customer,"Yeah, it's um I say, the little greenish blue line is probably a quarter of the way and it just sits there.",Resolution Process
742565280001,22,agent,"Okay, a couple questions. Is this mounted to the top of the RV or is it sitting like on a table?",Resolution Process
742565280001,23,customer,"No, I saw it's on the ground on a P on the uh Peter the three LADE.",Resolution Process
742565280001,24,agent,"Okay, and like on a tripod?",Resolution Process
742565280001,25,customer,"Yes, sir.",Resolution Process
742565280001,26,agent,"Okay, perfect, and the southwest sky is that nice and clear, no branches no trees anything in the southwest.",Resolution Process
742565280001,27,customer,"Now I Ha. It's been working before, and like I said, I went home for a few days and came back, and uh this is not working now.",Resolution Process
742565280001,28,customer,"Okay, now we.",
742565280001,29,agent,"Alright, I'll tell you what, sir, let let's do this. Is it possible. And I know it sounds a little silly. Is it possible to move it about a foot.",Resolution Process
742565280001,30,agent,long as it doesn't matter which direction as long as you still have a clear line of sight?,Resolution Process
742565280001,31,customer,I.,
742565280001,32,customer,It's spinning.,
742565280001,33,customer,I.,
742565280001,34,customer,Alright.,
742565280001,35,agent,"Alright, um now that you moved it a foot. Well, head back to that Hershey and will reboot that.",Resolution Process
742565280001,36,agent,Uh let it go through that that setup again here.,Resolution Process
742565280001,37,agent,I visit ever take you to the screen that I ask you what state you're in. And to run a scan.,Resolution Process
742565280001,38,customer,"So no, so it says should take no more than five minutes to complete. Acquiring signal, the different thing came.",Resolution Process
742565280001,39,agent,"Okay, um we're gonna press and hold the power button on the front of Hershey for about five seconds until the screen goes blank.",Resolution Process
742565280001,40,customer,uhhuh.,
742565280001,41,agent,"Alright, you can let go. After that, and it should show. Hershey starting up here in just a moment.",Resolution Process
742565280001,42,customer,It is.,
742565280001,43,agent,Perfect.,
742565280001,44,agent,"Okay, so just a moment here.",
742565280001,45,customer,A.,
742565280001,46,agent,And while we're waiting here the um the port on the uh X. Two on the Peanutbutter where the coax cable goes into is that facing north.,Resolution Process
742565280001,47,customer,"I picked it up moved it, okay?",Resolution Process
742565280001,48,agent,"as long as it's pretty North. It doesn't matter. I mean, um it doesn't have to be exactly North. But as long as it's not facing south.",Resolution Process
742565280001,49,customer,"No, it's facing kind of North I guess a little bit.",Resolution Process
742565280001,50,agent,"should be that should be fine. You don't have to move it again, sir?",Resolution Process
742565280001,51,customer,Okay.,
742565280001,52,agent,I appreciate that.,
742565280001,53,customer,Yes.,
742565280001,54,agent,"Alright, still showing. Hershey starting up.",Resolution Process
742565280001,55,agent,Okay.,
742565280001,56,customer,"Uh yes, says starting up. Yes, sir.",Resolution Process
742565280001,57,customer,Yep.,
742565280001,58,agent,Now is that starting up down in the bottom corner like got some nines. After it.,Resolution Process
742565280001,59,customer,The {customer_delayed.digits4:####}.,Resolution Process
742565280001,60,agent,Okay.,Resolution Process
742565280001,61,customer,Now it comes up to the receiver one uh West.,Resolution Process
742565280001,62,customer,"The mode and then the state, {address*****}. So that.",Resolution Process
742565280001,63,agent,"Alright, and in the mode is it set for W A one with {customer_delayed.digits6:######} and 129.",Resolution Process
742565280001,64,customer,"Yes, sir.",
742565280001,65,agent,"Perfect. Let's go ahead and select scan, sir.",Resolution Process
742565280001,66,agent,I appreciate it.,
742565280001,67,agent,So progress bar filling in at all.,Resolution Process
742565280001,68,customer,"Yeah, it's about uh.",Resolution Process
742565280001,69,customer,"A quarter of the way, right now.",Resolution Process
742565280001,70,agent,Okay.,
742565280001,71,agent,shouldn't be too much longer here.,Resolution Process
742565280001,72,customer,That's still the same.,Resolution Process
742565280001,73,agent,Still at the about a quarter fool.,Resolution Process
